PC1,PC2,PC3,PC4,PC5
0.000987279137497868,0.0146714605595151,0.000306138723539389,0.0224577570472558,0.0378465799030595
0.0297124725998031,-0.021896559260838,0.0122605083981335,0.00789108564163624,0.0370945447942725
0.00288597634519278,0.0332348964006114,-0.00113427036706321,0.0116794028321415,-0.0130110911654906
0.0349788571785423,-0.00594999849366319,0.000325582888436639,-0.0158298323069851,0.0405160194219395
-0.01123931603252,-0.0519872282129141,-0.023769872903725,-0.0020203539945315,-0.0298748084476934
-0.0313465481939762,-0.0323204688746371,0.0377829854488012,-0.0203743442813159,0.0396459617428363
0.00390832717376099,-0.0444861955529307,-0.0244297176808121,-0.00557027871718418,-0.00251270756883152
-0.0125678696906811,0.0006046366447656,-0.0071474601164515,-0.00238595272433065,-0.0112871953870895
0.00815612165856259,-0.00593508328039388,0.00735442661142764,0.00156669589714603,0.00743136713940878
0.00424371277092982,-0.000649433103594305,0.00340847145718909,0.0093502479655594,0.0050674648647429
-0.0238601479604903,0.0226662888345615,-0.00155275680199195,0.00828917310160204,0.0221515720660924
-0.00208989194358139,0.0399571761309506,-0.0151896300753588,0.0303218503096013,0.0248325330915698
0.00955388782604759,-0.0162620262473727,0.0152973522419718,0.00149994684359332,-0.0324594174219491
-0.0120161998220235,0.0168086016174855,-0.0148413710843912,0.0034153719256414,0.0256403916861925
-0.0122975613598977,0.0101878936479493,-0.0174635650278116,-0.0047150185178931,0.0344483863674391
-0.0475302619266466,0.0128935245015827,-0.00915919095962204,0.0145072918271359,0.00355358382392219
2.20019680762956e-17,5.04107879703359e-17,9.87100184648021e-18,-3.94619890157149e-17,2.16903778991592e-17
-0.00290795711424079,-0.000458433719887059,-0.00203918122251333,0.00566107540898106,0.00292825760776436
0.000436099713184996,0.00107281552662565,-0.00146516054351588,0.000725536403298306,-0.000324692637448732
0.000893977113558129,-0.00116536737338882,0.00137234409973622,-0.0011490403780397,-0.00568241656650483
6.34427418808954e-16,-7.00468209280493e-16,-4.56821202652566e-16,-9.10331518753196e-17,6.67856372173857e-17
-0.018317027883561,-0.00313488112614487,-0.00760465152418298,0.0079663979309497,-0.0217996017781315
-0.00569292062733578,-0.0103406515801051,0.000264239306809267,-0.00183195250702807,0.00222469886307981
0.0379415283833867,-0.00923313970715777,-0.0348584580926868,-0.0303281608686026,-0.010448270949406
0.0243821524972829,-0.00742190097140932,0.0207829913803781,-0.0329062848507319,0.000416821258211793
0.0264806985970181,0.00313811093682404,-0.0228232406065085,-0.00517381848946025,0.00764944204438328
0.0291789241853383,0.0107276229086685,-0.0357205884905931,-0.0131202236310409,0.00461248410802972
0.0278759014078864,-0.00318394232374073,-0.0338592239142567,-0.0235114073888668,0.00993270715583571
-0.0209704208020545,0.0148862547555215,-0.0118295690834104,0.0291810394032366,-0.00835341979563034
-0.00135860986996658,0.0192050571853868,0.0368929999117581,-0.00291677725081,0.0262387605906976
0.00812448917513167,-0.0139538000139747,-0.0323908810514272,0.00647247985757948,-0.0306462106260165
0.0253140040514169,0.0307470499208572,-0.00374618553500484,-0.00875482270527063,-0.000210488007067599
0.0259347712711056,0.00861056975502475,-0.0146216543400436,-0.0299002283558549,0.0144004449658171
0.0171884880723842,0.0191636909891833,0.0100187834847935,-0.0129315262414147,-0.0305717700168232
0.0224183469228736,0.0153942549764098,-0.0313903563464722,-0.0290741439334362,0.014391711998737
-0.0281017680942426,-0.0269318255539068,0.00191113900016794,0.015993160606217,0.00662990799988371
0.0454513270319183,0.0312453352602375,0.00450269926496683,-0.0325504785082284,0.00232120792759185
0.00331272135990006,0.0112880097121064,0.000337712639104282,-0.00344599265961623,0.00047891102903558
-0.0155366907888521,0.00177893545920266,-0.0044308694674004,0.016400232427503,-0.0312279513181978
-0.014156992213482,0.00612704009051558,-0.0101608019294687,0.0176018060993372,-0.00978666988050087
0.0363858413469356,-0.0173548412197923,0.0126758303660928,0.0140892834564687,0.0201594912178904
0.0265313621340086,-0.016414039043119,-0.0317152070076029,0.00792438250564474,-0.0132895437940791
0.000433172283105208,0.00719715473374588,0.0026031636773945,-0.0027570150435687,0.000231960062811508
-0.0133805521710455,-0.000870124722200916,-0.0360598135709527,-0.00133681852932204,-0.00391788983530875
0.0311819814655704,-0.0168611424381171,-0.0153779462933841,0.00860977506772232,-0.0149554655285474
0.0283546458808082,-0.0169380451609342,-0.0329487982905381,0.00816176397451703,-0.0117724105447129
0.0398693196627268,-0.0174230483360149,0.00100142143452115,0.00568952231169941,-0.0109803016286429
0.0380968612297228,0.00283516332732338,0.0170715367165979,-0.0109027584213598,-0.00857323483830297
-0.020359176179217,0.00095418749547559,-0.00903235714654229,0.0143028949804222,-0.0209659926124147
0.00760078345250468,-0.0094424304310726,0.0061423165708552,0.00112170330464248,0.00424741705219692
0.0036708940643843,0.00358300769729045,-0.000333690934900166,-0.0033742441960226,-0.00308604807848412
-0.0133129874981637,0.00309375293943975,-0.00577839052078019,-0.0233367860952185,-0.0158948925681592
0.0224729979816079,0.0297512747371195,-0.00466906406482652,-0.00822848739405829,-0.00164114053796389
0.0192638241071784,-0.0177426873935311,0.0192403839376599,0.0231975722336635,0.0229691072156888
0.00246134429360219,-0.0296309525577279,0.0105214952783856,0.0157964868664066,0.0208328627992721
-0.0026903320867474,0.000715742707126091,-0.00179854678535422,0.0080873871554222,-0.000606010858829464
0.0296412189540148,-0.0226437629568685,0.0280445233313885,0.010220915689686,0.0245552771457579
-0.0186809895653885,-0.0130117783690975,-0.000919603418637673,-0.0136007845678508,0.00823656000729884
0.0414576745391699,0.00735965459460986,0.010554611213735,-0.00757274024493164,0.0208981256646945
-0.00333461329634644,0.00359077852963754,-0.00559679059098342,0.0113468277397358,0.0108061153531887
0.00347037488042017,-0.0341421169368366,-0.0168207632368017,-0.0427177800383162,-8.43539965630304e-05
0.00227475848581702,0.00654139410851459,0.000673582749384007,0.000562277424703786,-0.00105188721902579
-0.00362041329734853,0.0541324328125467,0.00392787964169901,0.00619776243876107,0.00713330671972641
-0.0224801825677244,-0.031088461724126,0.0132093512909911,0.00485044272701526,0.00299619649225264
0.0204260749574894,0.0367620828478171,-0.0120084875610262,-0.0054668904786583,-0.00588902354695122
-0.00714052326811203,0.022946464495183,-0.0250570881201711,-0.0239484266115356,-0.00152696001273606
0.0276281437614394,-0.0167862971331271,-0.0188679639482624,-0.0187396809570023,-0.00107817171026366
-0.0279447171487903,0.0170663782132328,0.0189340111453898,0.00671787763351317,-0.00343315127843908
7.45822560664407e-17,2.25591150995768e-16,-8.12090193697635e-17,-6.58803952858149e-17,4.1324923138837e-17
-0.0100997636116487,0.00617064814354675,-0.00770834841290234,-0.00816350271125544,0.0331420854559104
-0.0023510420091562,-0.00171243381725937,-0.000169836515990282,0.000739738803996386,0.000191383082848286
0.0158930853456452,-0.0207362671024018,0.000398460075533419,-0.023017216804144,0.0133027684836821
-0.0148652043414068,0.0231239955819862,-0.00102098615410633,0.0302937782037537,-0.0117539763255943
